activityTags,actors,business,categoryid,categoryname,cityid,cityname,couponTags,description,id,imgurl,isAtmospheric,iseticket,isgeneralagent,issuperticket,isxuanzuo,name,nameNoHtml,price,price_str,pricehigh,privilegeTags,projectid,promotionTags,showstatus,showtag,showtime,sitestatus,subcategoryid,subcategoryname,subhead,venue,venuecity,venueid,verticalPic
[],,0,1,演唱会,893,广州,[],,1_1_779242373009,-797510862,False,0,0,0,0,浅水ShallowEnd巡演2024CHINA TOUR「来世」广州站,浅水ShallowEnd巡演2024CHINA TOUR「来世」广州站,79.0,79-99,99.0,[],779242373009,[],售票中,,2024.06.22 周六 20:00,3,48,livehouse,,广州疆进酒·OMNI SPACE(2号馆),广州,6512042,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN018VBYoW2GdSaNSAfzI_!!2251059038.png
[],,0,1,演唱会,893,广州,[],,1_1_785441466607,-735519926,False,0,0,0,0,【秀动呈献】「滚石撞乐队」怕胖团+闪闪闪闪 2024联合巡演 广州站,【秀动呈献】「滚石撞乐队」怕胖团+闪闪闪闪 2024联合巡演 广州站,90.0,90-120,120.0,[],785441466607,[],售票中,,2024.06.05 周三 20:00,3,48,livehouse,,中央车站展演中心,广州,57078,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01hvsQnG2GdSald83MY_!!2-item_pic.png
[],,0,1,演唱会,1612,温州,[],,1_1_784049581836,-749438774,False,0,0,0,0,温州 矢后宪太 Kenta Yago 2024《像风一样》 指弹吉他音乐会,温州 矢后宪太 Kenta Yago 2024《像风一样》 指弹吉他音乐会,200.0,200,200.0,[],784049581836,[],售票中,,2024.06.05 周三 20:00,3,48,livehouse,,盲堂,温州,1147003,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01BybsE32GdSagXQtOL_!!2-item_pic.png
[],,0,1,演唱会,906,深圳,[],,1_1_784213370796,-747800885,False,0,0,0,0,默剧即将上演 | 画家乐队巡演  深圳站,默剧即将上演 | 画家乐队巡演 深圳站,80.0,80-100,100.0,[],784213370796,[],售票中,,2024.06.02 周日 20:00,3,48,livehouse,,BO LIVE(福田店),深圳,6100002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01rVD0xp2GdSagci2UR_!!2251059038.png
[],,0,1,演唱会,1038,南京,[],,1_1_782305234989,-766882243,False,0,1,0,0,英国「UKEBOX 尤克里里乐队」南京专场,英国「UKEBOX 尤克里里乐队」南京专场,200.0,200-380,380.0,[],782305234989,[],售票中,,2024.05.31 周五 20:00,3,48,livehouse,,稻香音乐空间,南京,1252049,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01I7ouGW2GdSabsWVkP_!!0-item_pic.jpg
[],,0,1,演唱会,913,珠海,[],,1_1_784347627028,-746458322,False,0,0,0,0,跳大海「爱有引力」2024巡演珠海站,跳大海「爱有引力」2024巡演珠海站,100.0,100-120,120.0,[],784347627028,[],售票中,,2024.09.27 周五 20:00,3,48,livehouse,,珠海乐坊Livehouse,珠海,1189027,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01DyEZiV2GdSaYMxUJG_!!2-item_pic.png
[],,0,1,演唱会,906,深圳,[],,1_1_788161198936,-708322603,False,0,0,0,0,邓博伦2024「失真生活」巡演 深圳站,邓博伦2024「失真生活」巡演 深圳站,100.0,100-120,120.0,[],788161198936,[],售票中,,2024.06.13 周四 20:00,3,48,livehouse,,BO LIVE(福田店),深圳,6100002,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01yJH8Du2GdSaswSJqH_!!2-item_pic.png
[],,0,1,演唱会,586,武汉,[],,1_1_784640950381,-743525089,False,0,0,0,0,【她昨夜梦见女巫】SONICAVE 2024巡演 武汉站,【她昨夜梦见女巫】SONICAVE 2024巡演 武汉站,90.0,90,90.0,[],784640950381,[],售票中,,2024.06.05 周三 20:30,3,48,livehouse,,回授TheFeedback,武汉,6616018,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01cESmX12GdSaZF4nOy_!!2-item_pic.png
[],,0,1,演唱会,1209,天津,[],,1_1_779296786754,-796966725,False,0,0,0,0,C.S.B.Q「好的时代」新专辑巡演天津站,C.S.B.Q「好的时代」新专辑巡演天津站,80.0,80-98,98.0,[],779296786754,[],售票中,,2024.05.25 周六 20:30,3,48,livehouse,,二十年音乐现场,天津,2561001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01SLWYEJ2GdSaLYIXWK_!!2-item_pic.png
[],,0,1,演唱会,2520,合肥,[],,1_1_777479130867,-815143284,False,0,0,0,0,2024 战旗乐队新专辑ChinggisKhaan巡演-6月15日合肥站,2024 战旗乐队新专辑ChinggisKhaan巡演-6月15日合肥站,149.0,149-179,179.0,[],777479130867,[],售票中,,2024.06.15 周六 20:00,3,48,livehouse,,OTW LIVEHOUSE,合肥,1569016,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01ryhKXM2GdSaHl8CZG_!!2251059038.png
[],,0,1,演唱会,1865,淄博,[],,1_1_782751505372,-762419539,False,0,0,0,0,异国人「高于所有人世间不公与愚行的宿命之梦」2024巡演,异国人「高于所有人世间不公与愚行的宿命之梦」2024巡演,68.0,68-88,88.0,[],782751505372,[],售票中,,2024.06.25 周二 20:30,3,48,livehouse,,淄博西街WEST LIVEHOUSE,淄博,3242021,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01spjcrL2GdSaZxBTA5_!!2-item_pic.png
[],艺人：许飞,0,1,演唱会,1781,辽阳,[],艺人：许飞,1_1_775074783268,-839186760,False,0,0,0,1,辽阳大剧院2024第四届城市艺术节 保利城市岛屿音乐季 许飞2024《生活不必太用力》巡回演唱会,辽阳大剧院2024第四届城市艺术节 保利城市岛屿音乐季 许飞2024《生活不必太用力》巡回演唱会,20.0,20-399,399.0,[],775074783268,[],售票中,,2024.06.16 周日 19:00,3,13,其他,,辽阳大剧院大剧场,辽阳,2800008,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01ZLlJO82GdSZqOqzSG_!!2251059038.jpg
[],,0,1,演唱会,872,上海,[],,1_1_794599865185,-643935941,False,0,1,0,0,MANUEL DE LA MARE｜外滩三号POP十周年露台庆典派对,MANUEL DE LA MARE｜外滩三号POP十周年露台庆典派对,128.0,128-168,168.0,[],794599865185,[],售票中,,2024.05.18 周六 15:00,3,48,livehouse,,POP露台餐厅,上海,6681021,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01F7NR4o2GdSb5fZGcv_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_787200575902,-717928833,False,0,0,0,0,「行驶在桥的中间」2024云镜乐队专场巡演 上海站,「行驶在桥的中间」2024云镜乐队专场巡演 上海站,80.0,80-100,100.0,[],787200575902,[],售票中,,2024.05.31 周五 20:30,3,48,livehouse,,育音堂(凯旋路店),上海,834004,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01MoQogZ2GdSatRXhvg_!!2251059038.png
[],,0,1,演唱会,906,深圳,[],,1_1_779895343568,-790981157,False,0,0,0,0,【她昨夜梦见女巫】SONICAVE2024巡演 深圳站,【她昨夜梦见女巫】SONICAVE2024巡演 深圳站,90.0,90,90.0,[],779895343568,[],售票中,,2024.06.10 周一 13:30,3,48,livehouse,,BO LIVE(福田店),深圳,6100002,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01ctPRK12GdSaRCjScI_!!2-item_pic.png
[],,0,1,演唱会,1377,成都,[],,1_1_781183962641,-778094966,False,0,0,0,0,重温·旧日的足迹,重温·旧日的足迹,100.0,100-120,120.0,[],781183962641,[],售票中,,2024.06.15 周六 20:30,3,48,livehouse,,成都麓湖水上剧场,成都,2785023,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01aEcCNW2GdSaRdfrGx_!!2-item_pic.png
[],,0,1,演唱会,1209,天津,[],,1_1_781962427159,-770310321,False,0,0,0,0,大鹏音乐呈现：疯狂星期四周末版,大鹏音乐呈现：疯狂星期四周末版,70.0,70-100,100.0,[],781962427159,[],售票中,,2024.05.19 周日 18:30,3,48,livehouse,,二十年音乐现场,天津,2561001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01ZAY7aI2GdSaVaSBlK_!!2-item_pic.png
[],,0,1,演唱会,1725,大连,[],,1_1_779879435696,-791140236,False,0,0,0,0,浅水ShallowEnd巡演2024CHINA TOUR「来世」大连站,浅水ShallowEnd巡演2024CHINA TOUR「来世」大连站,79.0,79-99,99.0,[],779879435696,[],售票中,,2024.08.04 周日 20:00,3,48,livehouse,,赫兹空间(佳兆业店),大连,3177042,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01Hs9MRM2GdSaSCseEF_!!2-item_pic.png
[],,0,1,演唱会,1377,成都,[],,1_1_784289149529,-747043097,False,0,0,0,0,默剧即将上演 | 画家乐队巡演 成都站,默剧即将上演 | 画家乐队巡演 成都站,80.0,80-100,100.0,[],784289149529,[],售票中,,2024.05.25 周六 20:00,3,48,livehouse,,LITTLE LIVE (小酒馆万象城店),成都,6575018,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN013xE61g2GdSajGC0CW_!!2251059038.png
[],,0,1,演唱会,852,北京,[],,1_1_781172182786,-778212765,False,0,1,0,0,05.18| 夜猫俱乐部 我去2000年 Y2K 千禧派对 全场畅饮！,05.18| 夜猫俱乐部 我去2000年 Y2K 千禧派对 全场畅饮！,99.0,99-178,178.0,[],781172182786,[],售票中,,2024.05.18-05.19,3,48,livehouse,,MAO Livehouse北京,北京,92428,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN010Dme362GdSaYRxZtX_!!2-item_pic.png
[],,0,1,演唱会,1703,沈阳,[],,1_1_778606355715,-803871035,False,0,0,0,0,孟大宝2024《靠近我》城市巡回,孟大宝2024《靠近我》城市巡回,100.0,100-120,120.0,[],778606355715,[],售票中,,2024.06.29 周六 19:30,3,48,livehouse,,美帝奇X1905Livehouse,沈阳,1527030,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01jeXxAc2GdSaJKvXtK_!!2251059038.png
[],,0,1,演唱会,893,广州,[],,1_1_794886445334,-641070139,False,0,0,0,0,【SONICE呈现】石桥乐队「Long Way Down II」2024夏季四城巡演 广州站,【SONICE呈现】石桥乐队「Long Way Down II」2024夏季四城巡演 广州站,88.0,88-108,108.0,[],794886445334,[],售票中,,2024.06.29 周六 20:30,3,48,livehouse,,广州疆进酒·OMNI SPACE(2号馆),广州,6512042,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01XRqnB42GdSbCoPSqf_!!2251059038.png
[],,0,1,演唱会,1725,大连,[],,1_1_794861222361,-641322369,False,0,0,0,0,「风景」Chinese Football乐队 2024 巡演 大连站,「风景」Chinese Football乐队 2024 巡演 大连站,120.0,120,120.0,[],794861222361,[],售票中,,2024.06.23 周日 20:00,3,48,livehouse,,赫兹空间(佳兆业店),大连,3177042,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01gWWI3t2GdSbCkOFdC_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_781963219433,-770302398,False,0,1,0,0,5.22&29 粤来粤爵士音乐会-Beyond Jazz,5.22&29 粤来粤爵士音乐会-Beyond Jazz,168.0,168-388,388.0,[],781963219433,[],售票中,,2024.05.22-05.29,3,48,livehouse,,林肯爵士乐上海中心,上海,92289,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01J0DVHb2GdSaXsw5jE_!!2251059038.png
[],,0,1,演唱会,1703,沈阳,[],,1_1_779878883955,-791145753,False,0,0,0,0,浅水ShallowEnd巡演2024CHINA TOUR「来世」沈阳站,浅水ShallowEnd巡演2024CHINA TOUR「来世」沈阳站,79.0,79-99,99.0,[],779878883955,[],售票中,,2024.08.03 周六 19:30,3,48,livehouse,,原料库Vast Factory(大悦城店),沈阳,6023012,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01lTV0gp2GdSaPfFGzf_!!2-item_pic.png
[],,0,1,演唱会,906,深圳,[],,1_1_779926718020,-790667412,False,0,0,0,0,浅水ShallowEnd巡演2024CHINA TOUR「来世」深圳站,浅水ShallowEnd巡演2024CHINA TOUR「来世」深圳站,79.0,79-99,99.0,[],779926718020,[],售票中,,2024.06.23 周日 20:00,3,48,livehouse,,BO LIVE(福田店),深圳,6100002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01W0A2322GdSaTQZsSn_!!2251059038.jpg
[],,0,1,演唱会,1209,天津,[],,1_1_794939237933,-640542213,False,0,1,0,1,【天空之城】【你的名字】-宫崎骏&新海诚动漫主题演唱会,【天空之城】【你的名字】-宫崎骏&新海诚动漫主题演唱会,58.0,58-900,900.0,[],794939237933,[],售票中,,2024.06.22 周六 19:30,3,13,其他,,津湾大剧院,天津,1159,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN012YFb8b2GdSbCtjlKB_!!0-item_pic.jpg
[],,0,1,演唱会,872,上海,[],,1_1_795238237555,-637552217,False,0,1,0,0,【JZ Club】凤梨四重奏- 电影感爵士乐Jazz like a movie,【JZ Club】凤梨四重奏- 电影感爵士乐Jazz like a movie,128.0,128,128.0,[],795238237555,[],售票中,,2024.05.18 周六 16:00,3,48,livehouse,,JZ Club爵士上海俱乐部,上海,6675019,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01Ed10kH2GdSbEYwGzt_!!2-item_pic.png
[],,0,1,演唱会,852,北京,[],,1_1_793857005794,-651364535,False,0,0,0,0,软柿子乐队2024年巡演《年少的梦》北京站,软柿子乐队2024年巡演《年少的梦》北京站,60.0,60-100,100.0,[],793857005794,[],售票中,,2024.06.29 周六 20:00,3,48,livehouse,,黄昏黎明DDC,北京,10049,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN018onbYD2GdSaz1R2w9_!!2-item_pic.png
[],,0,1,演唱会,1580,杭州,[],,1_1_795104810777,-638886485,False,0,1,0,0,6.8｜夜猫俱乐部「MBTI全明星」睡衣枕头大乱斗派对#酒水畅饮,6.8｜夜猫俱乐部「MBTI全明星」睡衣枕头大乱斗派对#酒水畅饮,68.0,68-320,320.0,[],795104810777,[],售票中,,2024.06.08-06.09,3,48,livehouse,,MAO Livehouse杭州,杭州,60608,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01bh9YUs2GdSbAXEyzq_!!0-item_pic.jpg
[],艺人：动物园钉子户、THE BOOTLEGS 靴腿乐队,0,1,演唱会,1597,宁波,[],艺人：动物园钉子户、THE BOOTLEGS 靴腿乐队,1_1_795083587133,-639098721,False,0,0,0,0,「旋转的舞蹈」· 靴腿 × 动物园钉子户 宁波六一特别场,「旋转的舞蹈」· 靴腿 × 动物园钉子户 宁波六一特别场,120.0,120-150,150.0,[],795083587133,[],售票中,,2024.06.01 周六 20:00,3,48,livehouse,,177Live音乐现场,宁波,6563015,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01mup2Mw2GdSb2eQtbk_!!2251059038.png
[],,0,1,演唱会,872,上海,[],,1_1_795063791368,-639296679,False,0,1,0,0,【JZ Club】李晓川.乐者 — 重聚 Reunion,【JZ Club】李晓川.乐者 — 重聚 Reunion,198.0,198,198.0,[],795063791368,[],售票中,,2024.05.17-05.18,3,48,livehouse,,JZ Club爵士上海俱乐部,上海,6675019,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN0191shso2GdSbAcGtKH_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_795063643105,-639298161,False,0,1,0,0,【JZ Club】Dragonovsky Funk Project,【JZ Club】Dragonovsky Funk Project,168.0,168,168.0,[],795063643105,[],售票中,,2024.05.17 周五 19:00,3,48,livehouse,,JZ Club爵士上海俱乐部,上海,6675019,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN0119zTie2GdSbEYplFB_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_795267156679,-637263026,False,0,1,0,0,【JZ Club】Morden Talk摩登对谈,【JZ Club】Morden Talk摩登对谈,198.0,198,198.0,[],795267156679,[],售票中,,2024.05.18-05.19,3,48,livehouse,,JZ Club爵士上海俱乐部,上海,6675019,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01krmgJT2GdSb3CBkK1_!!2-item_pic.png
[],,0,1,演唱会,1847,青岛,[],,1_1_795278505120,-637149541,False,0,0,0,0,《三叉戟计划vol.1》—— 音乐的新边界,《三叉戟计划vol.1》—— 音乐的新边界,100.0,100-120,120.0,[],795278505120,[],售票中,,2024.05.22 周三 20:00,3,48,livehouse,,Downtown Live,青岛,6058010,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01XMj3TG2GdSbDi8KDp_!!2-item_pic.png
[],艺人：脑浊乐队,0,1,演唱会,1580,杭州,[],艺人：脑浊乐队,1_1_795142938158,-638505211,False,0,0,0,0,脑浊乐队2024年“SOS”夏季巡演 杭州站,脑浊乐队2024年“SOS”夏季巡演 杭州站,100.0,100-240,240.0,[],795142938158,[],售票中,,2024.07.07 周日 20:30,3,48,livehouse,,酒球会(9-Club),杭州,53401,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01iPrRjp2GdSb3Fv9hh_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_795238397410,-637550618,False,0,1,0,0,【JZ Club】 520浪漫企划-ChuChuVibes X《第一印象》,【JZ Club】 520浪漫企划-ChuChuVibes X《第一印象》,168.0,168,168.0,[],795238397410,[],售票中,,2024.05.20 周一 21:00,3,48,livehouse,,JZ Club爵士上海俱乐部,上海,6675019,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01uGSmjJ2GdSbBNkXcV_!!2-item_pic.png
[],,0,1,演唱会,1580,杭州,[],,1_1_795143362266,-638500970,False,0,0,0,0,「LikeKpop」暑期特辑 千人室内Kpop派对 杭州站,「LikeKpop」暑期特辑 千人室内Kpop派对 杭州站,69.0,69-359,359.0,[],795143362266,[],售票中,,2024.07.20 周六 19:30,3,48,livehouse,,SoFun Live 杭州,杭州,6467087,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01MoZoBv2GdSb7oMQAI_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_795063355521,-639301037,False,0,1,0,0,【JZ Club】Jeremy Sinclair Quartet“Standards”,【JZ Club】Jeremy Sinclair Quartet“Standards”,128.0,128,128.0,[],795063355521,[],售票中,,2024.05.13 周一 21:00,3,48,livehouse,,JZ Club爵士上海俱乐部,上海,6675019,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN014Y2Gle2GdSbCc8seJ_!!2-item_pic.png
[],,0,1,演唱会,1185,海口,[],,1_1_795105347033,-638881122,False,0,1,0,0,KpopNOW海口站｜千人KPOP狂欢派对,KpopNOW海口站｜千人KPOP狂欢派对,98.0,98-198,198.0,[],795105347033,[],售票中,,2024.06.22 周六 19:00,3,48,livehouse,,Old School海口,海口,2741014,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01dSlNXR2GdSbCK4Xdc_!!2-item_pic.png
[],艺人：GOINDOWN,0,1,演唱会,1580,杭州,[],艺人：GOINDOWN,1_1_795258853312,-637346059,False,0,0,0,0,「A Dead End 死路一条」GOINDOWN 复出专场,「A Dead End 死路一条」GOINDOWN 复出专场,80.0,80,80.0,[],795258853312,[],售票中,,2024.05.24 周五 20:00,3,48,livehouse,,酒球会(9-Club),杭州,53401,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01Yrc7ce2GdSbDdhCvx_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_795125090536,-638683687,False,0,1,0,0,【JZ Club爵士Jam日】Julia Kania Quartet & Jam Session,【JZ Club爵士Jam日】Julia Kania Quartet & Jam Session,1.0,1,1.0,[],795125090536,[],售票中,,2024.05.19 周日 21:15,3,48,livehouse,,JZ Club爵士上海俱乐部,上海,6675019,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01h7poWR2GdSb8e6Euu_!!2-item_pic.png
[],,0,1,演唱会,1580,杭州,[],,1_1_795245752785,-637477065,False,0,1,0,0,6.21 | 夜猫俱乐部 阿宅之夜「OTAKUs' NIGHT」ACG主题音乐派对 #酒水畅饮,6.21 | 夜猫俱乐部 阿宅之夜「OTAKUs' NIGHT」ACG主题音乐派对 #酒水畅饮,68.0,68-320,320.0,[],795245752785,[],售票中,,2024.06.21-06.22,3,48,livehouse,,MAO Livehouse杭州,杭州,60608,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01zSQ03o2GdSbCXMkbn_!!2-item_pic.png
[],,0,1,演唱会,1580,杭州,[],,1_1_795217285628,-637761736,False,0,1,0,0,6.14|夜猫俱乐部「不摇就滚」ROCK N' ROLL摇滚派对#酒水畅饮,6.14|夜猫俱乐部「不摇就滚」ROCK N' ROLL摇滚派对#酒水畅饮,68.0,68-320,320.0,[],795217285628,[],售票中,,2024.06.14-06.15,3,48,livehouse,,MAO Livehouse杭州,杭州,60608,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01RBiDVy2GdSbCeYnTg_!!2-item_pic.png
[],,0,1,演唱会,1580,杭州,[],,1_1_795217021998,-637764373,False,0,1,0,0,6.7｜夜猫俱乐部「Diva Night」华语女歌手专场#酒水畅饮,6.7｜夜猫俱乐部「Diva Night」华语女歌手专场#酒水畅饮,68.0,68-320,320.0,[],795217021998,[],售票中,,2024.06.07-06.08,3,48,livehouse,,MAO Livehouse杭州,杭州,60608,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN0174jEEf2GdSb8Z8E91_!!2-item_pic.png
[],,0,1,演唱会,1847,青岛,[],,1_1_795225336745,-637681225,False,0,0,0,0,【秀动呈献】白鲨JAWS「Ready4theJAWS」巡演第三章 青岛站,【秀动呈献】白鲨JAWS「Ready4theJAWS」巡演第三章 青岛站,99.0,99-120,120.0,[],795225336745,[],售票中,,2024.06.02 周日 19:00,3,48,livehouse,,Downtown Live,青岛,6058010,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01P1jcSK2GdSbB9g8Ng_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_795266540297,-637269190,False,0,1,0,0,【JZ Club爵士舞会日】The Lobby Botts,【JZ Club爵士舞会日】The Lobby Botts,1.0,1,1.0,[],795266540297,[],售票中,,2024.05.23 周四 20:30,3,48,livehouse,,JZ Club爵士上海俱乐部,上海,6675019,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01klpJda2GdSb9114sj_!!2-item_pic.png
[],,0,1,演唱会,1580,杭州,[],,1_1_795097654368,-638958049,False,0,1,0,0,6.28｜夜猫俱乐部「Bruno Mars's Night」欧美荟萃#酒水畅饮,6.28｜夜猫俱乐部「Bruno Mars's Night」欧美荟萃#酒水畅饮,68.0,68-320,320.0,[],795097654368,[],售票中,,2024.06.28-06.29,3,48,livehouse,,MAO Livehouse杭州,杭州,60608,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01jFNQz22GdSbAVd1Gx_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_779623846580,-793696127,False,0,1,0,0,6.7&8 美日大师亚洲巡演-Tomohiro Mori Feat. Patrick Bartley,6.7&8 美日大师亚洲巡演-Tomohiro Mori Feat. Patrick Bartley,299.0,299-399,399.0,[],779623846580,[],售票中,,2024.06.07-06.08,3,48,livehouse,,林肯爵士乐上海中心,上海,92289,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01LD9StS2GdSaLjcY1l_!!2-item_pic.png
[],,0,1,演唱会,913,珠海,[],,1_1_794517167448,-644762918,False,0,0,0,0,动物园钉子户「出发！浅滩公路疾行」2024巡演 珠海站,动物园钉子户「出发！浅滩公路疾行」2024巡演 珠海站,100.0,100-120,120.0,[],794517167448,[],售票中,,2024.06.26 周三 20:00,3,48,livehouse,,珠海乐坊Livehouse,珠海,1189027,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01mcMPno2GdSb8rx2JP_!!2-item_pic.png
[],,0,1,演唱会,872,上海,[],,1_1_781057283573,-779361757,False,0,0,0,0,【她昨夜梦见女巫】SONICAVE2024巡演 上海站,【她昨夜梦见女巫】SONICAVE2024巡演 上海站,90.0,90,90.0,[],781057283573,[],售票中,,2024.06.07 周五 20:30,3,48,livehouse,,NEO BAR,上海,2864001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01VpCjlR2GdSaKz8OgM_!!2251059038.png
[],,0,1,演唱会,872,上海,[],,1_1_783016539441,-759769198,False,0,1,0,0,【周日亲子场】兔子洞的异想世界 沉浸式童话梦境主题歌舞体验派对,【周日亲子场】兔子洞的异想世界 沉浸式童话梦境主题歌舞体验派对,150.0,150-200,200.0,[],783016539441,[],售票中,,2024.05.26 周日 13:00,3,48,livehouse,,珍珠剧场The Pearl,上海,868001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN019pe2oi2GdSadqmn5h_!!2251059038.png
[],,0,1,演唱会,872,上海,[],,1_1_780521006889,-784724524,False,0,1,0,0,5.23 致敬Wayne Shorter-The Jazz Massagers爵士乐队,5.23 致敬Wayne Shorter-The Jazz Massagers爵士乐队,168.0,168-298,298.0,[],780521006889,[],售票中,,2024.05.23 周四 19:30,3,48,livehouse,,林肯爵士乐上海中心,上海,92289,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01UWhiVn2GdSaaSDeFI_!!2251059038.png
[],,0,1,演唱会,2520,合肥,[],,1_1_771371586159,-876218731,False,0,0,0,0,异国人乐队2024巡演 合肥站,异国人乐队2024巡演 合肥站,68.0,68,68.0,[],771371586159,[],售票中,,2024.06.30 周日 20:30,3,48,livehouse,,背影骑士LIVEHOUSE,合肥,2994003,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01XiG9Jo2GdSZeRtaoA_!!2251059038.jpg
[],,0,1,演唱会,2495,石家庄,[],,1_1_778108449409,-808850098,False,0,0,0,0,两个好朋友-化骨龙&大叫控联合专场,两个好朋友-化骨龙&大叫控联合专场,80.0,80-100,100.0,[],778108449409,[],售票中,,2024.05.31 周五 20:00,3,48,livehouse,,仙丹LiveHouse,石家庄,5386001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01AhSdW42GdSaGb7K4h_!!2-item_pic.png
[],,0,1,演唱会,200,重庆,[],,1_1_772256101446,-867373578,False,0,0,0,0,银河出逃计划-CMJ个人巡演 重庆站,银河出逃计划-CMJ个人巡演 重庆站,148.0,148-248,248.0,[],772256101446,[],售票中,,2024.06.14 周五 19:30,3,48,livehouse,,重庆VOX LIVEHOUSE,重庆,1206002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01AQNMR02GdSZkLLOTu_!!2251059038.png
[],,0,1,演唱会,872,上海,[],,1_1_695221068722,-1637723905,False,0,1,0,0,小甜甜布兰妮致敬演唱会：妮裳神话 再现天后流行风暴,小甜甜布兰妮致敬演唱会：妮裳神话 再现天后流行风暴,150.0,150,150.0,[],695221068722,[],售票中,,2024.05.31 周五 21:30,3,48,livehouse,,珍珠剧场The Pearl,上海,868001,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01MIszDO2GdSb9jIcH4_!!2-item_pic.png
